image_path,label_path,stem,split,source_key,source,tree_id,view_id,width_px,height_px,file_size_bytes,label_count,is_empty,unique_class_count,class_combo,has_B1,has_B2,has_B3,has_B4
dataset_640\images\val\DAMIMAS_A21B_0800_2.jpg,dataset_640\labels\val\DAMIMAS_A21B_0800_2.txt,DAMIMAS_A21B_0800_2,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0800,2,640,853,385722,4,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0800_3.jpg,dataset_640\labels\val\DAMIMAS_A21B_0800_3.txt,DAMIMAS_A21B_0800_3,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0800,3,640,853,363954,5,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0800_4.jpg,dataset_640\labels\val\DAMIMAS_A21B_0800_4.txt,DAMIMAS_A21B_0800_4,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0800,4,640,853,389699,5,0,2,B3+B4,0,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0815_1.jpg,dataset_640\labels\val\DAMIMAS_A21B_0815_1.txt,DAMIMAS_A21B_0815_1,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0815,1,640,853,350779,6,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0815_2.jpg,dataset_640\labels\val\DAMIMAS_A21B_0815_2.txt,DAMIMAS_A21B_0815_2,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0815,2,640,853,370551,6,0,2,B2+B3,0,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0815_3.jpg,dataset_640\labels\val\DAMIMAS_A21B_0815_3.txt,DAMIMAS_A21B_0815_3,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0815,3,640,853,370549,6,0,2,B2+B3,0,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0815_4.jpg,dataset_640\labels\val\DAMIMAS_A21B_0815_4.txt,DAMIMAS_A21B_0815_4,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0815,4,640,853,410760,5,0,2,B2+B3,0,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0815_5.jpg,dataset_640\labels\val\DAMIMAS_A21B_0815_5.txt,DAMIMAS_A21B_0815_5,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0815,5,640,853,406878,8,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0815_6.jpg,dataset_640\labels\val\DAMIMAS_A21B_0815_6.txt,DAMIMAS_A21B_0815_6,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0815,6,640,853,391951,7,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0815_7.jpg,dataset_640\labels\val\DAMIMAS_A21B_0815_7.txt,DAMIMAS_A21B_0815_7,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0815,7,640,853,396420,7,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0815_8.jpg,dataset_640\labels\val\DAMIMAS_A21B_0815_8.txt,DAMIMAS_A21B_0815_8,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0815,8,640,853,394235,6,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0819_1.jpg,dataset_640\labels\val\DAMIMAS_A21B_0819_1.txt,DAMIMAS_A21B_0819_1,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0819,1,640,853,396459,7,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0819_2.jpg,dataset_640\labels\val\DAMIMAS_A21B_0819_2.txt,DAMIMAS_A21B_0819_2,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0819,2,640,853,380072,5,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0819_3.jpg,dataset_640\labels\val\DAMIMAS_A21B_0819_3.txt,DAMIMAS_A21B_0819_3,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0819,3,640,853,398324,3,0,2,B2+B3,0,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0819_4.jpg,dataset_640\labels\val\DAMIMAS_A21B_0819_4.txt,DAMIMAS_A21B_0819_4,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0819,4,640,853,290793,5,0,2,B2+B3,0,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0819_5.jpg,dataset_640\labels\val\DAMIMAS_A21B_0819_5.txt,DAMIMAS_A21B_0819_5,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0819,5,640,853,368282,6,0,2,B2+B3,0,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0819_6.jpg,dataset_640\labels\val\DAMIMAS_A21B_0819_6.txt,DAMIMAS_A21B_0819_6,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0819,6,640,853,371651,8,0,2,B2+B3,0,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0819_7.jpg,dataset_640\labels\val\DAMIMAS_A21B_0819_7.txt,DAMIMAS_A21B_0819_7,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0819,7,640,853,373706,7,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0819_8.jpg,dataset_640\labels\val\DAMIMAS_A21B_0819_8.txt,DAMIMAS_A21B_0819_8,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0819,8,640,853,394273,4,0,1,B3,0,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0830_1.jpg,dataset_640\labels\val\DAMIMAS_A21B_0830_1.txt,DAMIMAS_A21B_0830_1,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0830,1,640,853,372937,3,0,2,B1+B2,1,1,0,0
dataset_640\images\val\DAMIMAS_A21B_0830_2.jpg,dataset_640\labels\val\DAMIMAS_A21B_0830_2.txt,DAMIMAS_A21B_0830_2,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0830,2,640,853,363470,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0830_3.jpg,dataset_640\labels\val\DAMIMAS_A21B_0830_3.txt,DAMIMAS_A21B_0830_3,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0830,3,640,853,397093,4,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0830_4.jpg,dataset_640\labels\val\DAMIMAS_A21B_0830_4.txt,DAMIMAS_A21B_0830_4,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0830,4,640,853,388986,4,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0830_5.jpg,dataset_640\labels\val\DAMIMAS_A21B_0830_5.txt,DAMIMAS_A21B_0830_5,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0830,5,640,853,386473,5,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0830_6.jpg,dataset_640\labels\val\DAMIMAS_A21B_0830_6.txt,DAMIMAS_A21B_0830_6,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0830,6,640,853,371459,5,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0830_7.jpg,dataset_640\labels\val\DAMIMAS_A21B_0830_7.txt,DAMIMAS_A21B_0830_7,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0830,7,640,853,373367,4,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0830_8.jpg,dataset_640\labels\val\DAMIMAS_A21B_0830_8.txt,DAMIMAS_A21B_0830_8,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0830,8,640,853,363520,5,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0831_1.jpg,dataset_640\labels\val\DAMIMAS_A21B_0831_1.txt,DAMIMAS_A21B_0831_1,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0831,1,640,853,365558,7,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0831_2.jpg,dataset_640\labels\val\DAMIMAS_A21B_0831_2.txt,DAMIMAS_A21B_0831_2,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0831,2,640,853,379337,6,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0831_3.jpg,dataset_640\labels\val\DAMIMAS_A21B_0831_3.txt,DAMIMAS_A21B_0831_3,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0831,3,640,853,362118,6,0,2,B1+B3,1,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0831_4.jpg,dataset_640\labels\val\DAMIMAS_A21B_0831_4.txt,DAMIMAS_A21B_0831_4,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0831,4,640,853,371148,6,0,2,B2+B3,0,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0831_5.jpg,dataset_640\labels\val\DAMIMAS_A21B_0831_5.txt,DAMIMAS_A21B_0831_5,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0831,5,640,853,381427,7,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0831_6.jpg,dataset_640\labels\val\DAMIMAS_A21B_0831_6.txt,DAMIMAS_A21B_0831_6,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0831,6,640,853,383108,7,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0831_7.jpg,dataset_640\labels\val\DAMIMAS_A21B_0831_7.txt,DAMIMAS_A21B_0831_7,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0831,7,640,853,368128,7,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0831_8.jpg,dataset_640\labels\val\DAMIMAS_A21B_0831_8.txt,DAMIMAS_A21B_0831_8,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0831,8,640,853,340208,6,0,2,B2+B3,0,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0833_1.jpg,dataset_640\labels\val\DAMIMAS_A21B_0833_1.txt,DAMIMAS_A21B_0833_1,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0833,1,640,853,367971,3,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0833_2.jpg,dataset_640\labels\val\DAMIMAS_A21B_0833_2.txt,DAMIMAS_A21B_0833_2,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0833,2,640,853,350584,2,0,2,B1+B3,1,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0833_3.jpg,dataset_640\labels\val\DAMIMAS_A21B_0833_3.txt,DAMIMAS_A21B_0833_3,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0833,3,640,853,366682,2,0,2,B1+B3,1,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0833_4.jpg,dataset_640\labels\val\DAMIMAS_A21B_0833_4.txt,DAMIMAS_A21B_0833_4,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0833,4,640,853,359869,3,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0833_5.jpg,dataset_640\labels\val\DAMIMAS_A21B_0833_5.txt,DAMIMAS_A21B_0833_5,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0833,5,640,853,389618,4,0,2,B1+B3,1,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0833_6.jpg,dataset_640\labels\val\DAMIMAS_A21B_0833_6.txt,DAMIMAS_A21B_0833_6,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0833,6,640,853,394308,3,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0833_7.jpg,dataset_640\labels\val\DAMIMAS_A21B_0833_7.txt,DAMIMAS_A21B_0833_7,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0833,7,640,853,392511,2,0,2,B1+B3,1,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0833_8.jpg,dataset_640\labels\val\DAMIMAS_A21B_0833_8.txt,DAMIMAS_A21B_0833_8,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0833,8,640,853,367467,3,0,2,B1+B3,1,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0835_1.jpg,dataset_640\labels\val\DAMIMAS_A21B_0835_1.txt,DAMIMAS_A21B_0835_1,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0835,1,640,853,305076,5,0,2,B3+B4,0,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0835_2.jpg,dataset_640\labels\val\DAMIMAS_A21B_0835_2.txt,DAMIMAS_A21B_0835_2,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0835,2,640,853,362441,5,0,2,B3+B4,0,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0835_3.jpg,dataset_640\labels\val\DAMIMAS_A21B_0835_3.txt,DAMIMAS_A21B_0835_3,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0835,3,640,853,368865,6,0,2,B3+B4,0,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0835_4.jpg,dataset_640\labels\val\DAMIMAS_A21B_0835_4.txt,DAMIMAS_A21B_0835_4,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0835,4,640,853,378534,7,0,2,B3+B4,0,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0835_5.jpg,dataset_640\labels\val\DAMIMAS_A21B_0835_5.txt,DAMIMAS_A21B_0835_5,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0835,5,640,853,355775,5,0,2,B2+B3,0,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0835_6.jpg,dataset_640\labels\val\DAMIMAS_A21B_0835_6.txt,DAMIMAS_A21B_0835_6,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0835,6,640,853,356157,4,0,1,B3,0,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0835_7.jpg,dataset_640\labels\val\DAMIMAS_A21B_0835_7.txt,DAMIMAS_A21B_0835_7,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0835,7,640,853,333682,5,0,1,B3,0,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0835_8.jpg,dataset_640\labels\val\DAMIMAS_A21B_0835_8.txt,DAMIMAS_A21B_0835_8,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0835,8,640,853,347049,5,0,1,B3,0,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0836_1.jpg,dataset_640\labels\val\DAMIMAS_A21B_0836_1.txt,DAMIMAS_A21B_0836_1,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0836,1,640,853,407747,6,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0836_2.jpg,dataset_640\labels\val\DAMIMAS_A21B_0836_2.txt,DAMIMAS_A21B_0836_2,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0836,2,640,853,410754,5,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0836_3.jpg,dataset_640\labels\val\DAMIMAS_A21B_0836_3.txt,DAMIMAS_A21B_0836_3,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0836,3,640,853,405759,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0836_4.jpg,dataset_640\labels\val\DAMIMAS_A21B_0836_4.txt,DAMIMAS_A21B_0836_4,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0836,4,640,853,418271,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0836_5.jpg,dataset_640\labels\val\DAMIMAS_A21B_0836_5.txt,DAMIMAS_A21B_0836_5,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0836,5,640,853,421934,4,0,2,B1+B3,1,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0836_6.jpg,dataset_640\labels\val\DAMIMAS_A21B_0836_6.txt,DAMIMAS_A21B_0836_6,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0836,6,640,853,420799,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0836_7.jpg,dataset_640\labels\val\DAMIMAS_A21B_0836_7.txt,DAMIMAS_A21B_0836_7,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0836,7,640,853,440295,5,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0836_8.jpg,dataset_640\labels\val\DAMIMAS_A21B_0836_8.txt,DAMIMAS_A21B_0836_8,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0836,8,640,853,417045,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0838_1.jpg,dataset_640\labels\val\DAMIMAS_A21B_0838_1.txt,DAMIMAS_A21B_0838_1,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0838,1,640,853,421068,0,1,0,EMPTY,0,0,0,0
dataset_640\images\val\DAMIMAS_A21B_0838_2.jpg,dataset_640\labels\val\DAMIMAS_A21B_0838_2.txt,DAMIMAS_A21B_0838_2,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0838,2,640,853,416544,5,0,2,B3+B4,0,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0838_3.jpg,dataset_640\labels\val\DAMIMAS_A21B_0838_3.txt,DAMIMAS_A21B_0838_3,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0838,3,640,853,406098,4,0,2,B3+B4,0,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0838_4.jpg,dataset_640\labels\val\DAMIMAS_A21B_0838_4.txt,DAMIMAS_A21B_0838_4,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0838,4,640,853,404421,5,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0838_5.jpg,dataset_640\labels\val\DAMIMAS_A21B_0838_5.txt,DAMIMAS_A21B_0838_5,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0838,5,640,853,393848,6,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0838_6.jpg,dataset_640\labels\val\DAMIMAS_A21B_0838_6.txt,DAMIMAS_A21B_0838_6,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0838,6,640,853,417857,6,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0838_7.jpg,dataset_640\labels\val\DAMIMAS_A21B_0838_7.txt,DAMIMAS_A21B_0838_7,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0838,7,640,853,424148,5,0,2,B3+B4,0,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0838_8.jpg,dataset_640\labels\val\DAMIMAS_A21B_0838_8.txt,DAMIMAS_A21B_0838_8,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0838,8,640,853,426297,3,0,2,B3+B4,0,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0839_1.jpg,dataset_640\labels\val\DAMIMAS_A21B_0839_1.txt,DAMIMAS_A21B_0839_1,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0839,1,640,853,433390,6,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0839_2.jpg,dataset_640\labels\val\DAMIMAS_A21B_0839_2.txt,DAMIMAS_A21B_0839_2,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0839,2,640,853,435008,5,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0839_3.jpg,dataset_640\labels\val\DAMIMAS_A21B_0839_3.txt,DAMIMAS_A21B_0839_3,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0839,3,640,853,398707,4,0,1,B3,0,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0839_4.jpg,dataset_640\labels\val\DAMIMAS_A21B_0839_4.txt,DAMIMAS_A21B_0839_4,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0839,4,640,853,379571,3,0,1,B3,0,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0839_5.jpg,dataset_640\labels\val\DAMIMAS_A21B_0839_5.txt,DAMIMAS_A21B_0839_5,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0839,5,640,853,414644,4,0,1,B3,0,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0839_6.jpg,dataset_640\labels\val\DAMIMAS_A21B_0839_6.txt,DAMIMAS_A21B_0839_6,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0839,6,640,853,431922,5,0,2,B1+B3,1,0,1,0
dataset_640\images\val\DAMIMAS_A21B_0839_7.jpg,dataset_640\labels\val\DAMIMAS_A21B_0839_7.txt,DAMIMAS_A21B_0839_7,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0839,7,640,853,420346,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0839_8.jpg,dataset_640\labels\val\DAMIMAS_A21B_0839_8.txt,DAMIMAS_A21B_0839_8,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0839,8,640,853,425782,4,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0847_1.jpg,dataset_640\labels\val\DAMIMAS_A21B_0847_1.txt,DAMIMAS_A21B_0847_1,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0847,1,640,853,423258,5,0,2,B2+B3,0,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0847_2.jpg,dataset_640\labels\val\DAMIMAS_A21B_0847_2.txt,DAMIMAS_A21B_0847_2,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0847,2,640,853,405502,5,0,2,B2+B3,0,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0847_3.jpg,dataset_640\labels\val\DAMIMAS_A21B_0847_3.txt,DAMIMAS_A21B_0847_3,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0847,3,640,853,410320,6,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\val\DAMIMAS_A21B_0847_4.jpg,dataset_640\labels\val\DAMIMAS_A21B_0847_4.txt,DAMIMAS_A21B_0847_4,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0847,4,640,853,411739,6,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\val\DAMIMAS_A21B_0847_5.jpg,dataset_640\labels\val\DAMIMAS_A21B_0847_5.txt,DAMIMAS_A21B_0847_5,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0847,5,640,853,353292,5,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0847_6.jpg,dataset_640\labels\val\DAMIMAS_A21B_0847_6.txt,DAMIMAS_A21B_0847_6,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0847,6,640,853,414123,4,0,2,B2+B3,0,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0847_7.jpg,dataset_640\labels\val\DAMIMAS_A21B_0847_7.txt,DAMIMAS_A21B_0847_7,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0847,7,640,853,389879,6,0,2,B2+B3,0,1,1,0
dataset_640\images\val\DAMIMAS_A21B_0847_8.jpg,dataset_640\labels\val\DAMIMAS_A21B_0847_8.txt,DAMIMAS_A21B_0847_8,val,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0847,8,640,853,416239,7,0,2,B2+B3,0,1,1,0
dataset_640\images\val\LONSUM_A21A_0002_1.jpg,dataset_640\labels\val\LONSUM_A21A_0002_1.txt,LONSUM_A21A_0002_1,val,LONSUM_A21A,LONSUM,LONSUM_A21A_0002,1,640,853,322908,3,0,2,B2+B3,0,1,1,0
dataset_640\images\val\LONSUM_A21A_0002_2.jpg,dataset_640\labels\val\LONSUM_A21A_0002_2.txt,LONSUM_A21A_0002_2,val,LONSUM_A21A,LONSUM,LONSUM_A21A_0002,2,640,853,350025,3,0,2,B2+B3,0,1,1,0
dataset_640\images\val\LONSUM_A21A_0002_3.jpg,dataset_640\labels\val\LONSUM_A21A_0002_3.txt,LONSUM_A21A_0002_3,val,LONSUM_A21A,LONSUM,LONSUM_A21A_0002,3,640,853,356985,2,0,2,B2+B3,0,1,1,0
dataset_640\images\val\LONSUM_A21A_0002_4.jpg,dataset_640\labels\val\LONSUM_A21A_0002_4.txt,LONSUM_A21A_0002_4,val,LONSUM_A21A,LONSUM,LONSUM_A21A_0002,4,640,853,361301,3,0,2,B2+B3,0,1,1,0
dataset_640\images\val\LONSUM_A21A_0012_1.jpg,dataset_640\labels\val\LONSUM_A21A_0012_1.txt,LONSUM_A21A_0012_1,val,LONSUM_A21A,LONSUM,LONSUM_A21A_0012,1,640,853,347003,1,0,1,B3,0,0,1,0
dataset_640\images\val\LONSUM_A21A_0012_2.jpg,dataset_640\labels\val\LONSUM_A21A_0012_2.txt,LONSUM_A21A_0012_2,val,LONSUM_A21A,LONSUM,LONSUM_A21A_0012,2,640,853,382900,3,0,2,B2+B3,0,1,1,0
dataset_640\images\val\LONSUM_A21A_0012_3.jpg,dataset_640\labels\val\LONSUM_A21A_0012_3.txt,LONSUM_A21A_0012_3,val,LONSUM_A21A,LONSUM,LONSUM_A21A_0012,3,640,853,369477,2,0,2,B2+B3,0,1,1,0
dataset_640\images\val\LONSUM_A21A_0012_4.jpg,dataset_640\labels\val\LONSUM_A21A_0012_4.txt,LONSUM_A21A_0012_4,val,LONSUM_A21A,LONSUM,LONSUM_A21A_0012,4,640,853,344391,3,0,2,B3+B4,0,0,1,1
dataset_640\images\val\LONSUM_A21A_0017_1.jpg,dataset_640\labels\val\LONSUM_A21A_0017_1.txt,LONSUM_A21A_0017_1,val,LONSUM_A21A,LONSUM,LONSUM_A21A_0017,1,640,853,331282,1,0,1,B3,0,0,1,0
dataset_640\images\val\LONSUM_A21A_0017_2.jpg,dataset_640\labels\val\LONSUM_A21A_0017_2.txt,LONSUM_A21A_0017_2,val,LONSUM_A21A,LONSUM,LONSUM_A21A_0017,2,640,853,318409,1,0,1,B3,0,0,1,0
dataset_640\images\val\LONSUM_A21A_0017_3.jpg,dataset_640\labels\val\LONSUM_A21A_0017_3.txt,LONSUM_A21A_0017_3,val,LONSUM_A21A,LONSUM,LONSUM_A21A_0017,3,640,853,295636,1,0,1,B3,0,0,1,0
dataset_640\images\val\LONSUM_A21A_0017_4.jpg,dataset_640\labels\val\LONSUM_A21A_0017_4.txt,LONSUM_A21A_0017_4,val,LONSUM_A21A,LONSUM,LONSUM_A21A_0017,4,640,853,300661,1,0,1,B3,0,0,1,0
dataset_640\images\val\LONSUM_A21A_0019_1.jpg,dataset_640\labels\val\LONSUM_A21A_0019_1.txt,LONSUM_A21A_0019_1,val,LONSUM_A21A,LONSUM,LONSUM_A21A_0019,1,640,853,349896,4,0,2,B3+B4,0,0,1,1
